lead_id,fecha_contacto,canal_origen,producto_interesado,ejecutivo_asignado_id,estado_lead
1700,2025-05-29,Call center,Cuenta sueldo,18,Convertido
1701,2025-04-08,App,Cuenta sueldo,5,Perdido
1702,2025-06-14,Web,Cuenta sueldo,5,Convertido
1703,2025-06-03,Presencial,Tarjeta de crédito,19,Convertido
1704,2025-05-23,Presencial,Tarjeta de crédito,3,Convertido
1705,2025-06-08,Presencial,Préstamo personal,13,Perdido
1706,2025-05-23,Web,Préstamo personal,7,Perdido
1707,2025-05-13,Presencial,Tarjeta de crédito,3,En gestión
1708,2025-04-29,Call center,Cuenta sueldo,20,Convertido
1709,2025-04-24,Presencial,Préstamo personal,1,En gestión
1710,2025-04-12,App,Cuenta sueldo,8,Convertido
1711,2025-04-02,Call center,Préstamo personal,3,En gestión
1712,2025-06-20,Web,Cuenta sueldo,20,Nuevo
1713,2025-04-30,Web,Tarjeta de crédito,13,Nuevo
1714,2025-06-27,Call center,Tarjeta de crédito,13,Nuevo
1715,2025-04-20,Presencial,Préstamo personal,13,En gestión
1716,2025-06-11,Call center,Tarjeta de crédito,11,Nuevo
1717,2025-04-06,Presencial,Préstamo personal,9,Convertido
1718,2025-06-26,Web,Préstamo personal,11,Convertido
1719,2025-04-12,App,Cuenta sueldo,8,Nuevo
1720,2025-05-14,Presencial,Cuenta sueldo,5,Convertido
1721,2025-06-03,Web,Préstamo personal,11,Convertido
1722,2025-04-20,Call center,Préstamo personal,11,Convertido
1723,2025-04-28,App,Cuenta sueldo,3,Nuevo
1724,2025-06-11,Web,Cuenta sueldo,14,Convertido
1725,2025-04-27,App,Tarjeta de crédito,7,Convertido
1726,2025-06-05,Web,Tarjeta de crédito,6,Convertido
1727,2025-05-12,Presencial,Cuenta sueldo,18,Convertido
1728,2025-06-28,Web,Cuenta sueldo,6,Convertido
1729,2025-04-19,Presencial,Préstamo personal,14,Convertido
1730,2025-05-12,Web,Préstamo personal,9,En gestión
1731,2025-04-27,App,Cuenta sueldo,2,Nuevo
1732,2025-04-10,Presencial,Préstamo personal,2,Convertido
1733,2025-04-30,Call center,Cuenta sueldo,3,En gestión
1734,2025-06-22,Presencial,Préstamo personal,20,Convertido
1735,2025-05-25,Presencial,Tarjeta de crédito,12,Convertido
1736,2025-04-23,App,Cuenta sueldo,19,Nuevo
1737,2025-04-11,Presencial,Tarjeta de crédito,15,Convertido
1738,2025-05-13,Call center,Tarjeta de crédito,5,Nuevo
1739,2025-05-15,Call center,Tarjeta de crédito,1,Convertido
1740,2025-05-12,Presencial,Cuenta sueldo,14,Convertido
1741,2025-04-15,App,Cuenta sueldo,1,En gestión
1742,2025-05-25,App,Tarjeta de crédito,11,Nuevo
1743,2025-05-01,Call center,Tarjeta de crédito,6,En gestión
1744,2025-04-23,Presencial,Cuenta sueldo,7,En gestión
1745,2025-04-12,Call center,Tarjeta de crédito,14,Perdido
1746,2025-04-24,App,Tarjeta de crédito,2,En gestión
1747,2025-05-24,Web,Cuenta sueldo,11,Convertido
1748,2025-06-14,App,Tarjeta de crédito,16,Nuevo
1749,2025-06-02,Presencial,Préstamo personal,6,En gestión
1750,2025-05-31,Presencial,Préstamo personal,20,En gestión
1751,2025-04-03,Web,Préstamo personal,5,Convertido
1752,2025-06-27,Presencial,Préstamo personal,16,Nuevo
1753,2025-04-20,Call center,Tarjeta de crédito,14,En gestión
1754,2025-05-05,Presencial,Préstamo personal,8,Perdido
1755,2025-06-28,Presencial,Préstamo personal,16,Convertido
1756,2025-04-14,App,Tarjeta de crédito,19,Perdido
1757,2025-04-21,App,Préstamo personal,19,Convertido
1758,2025-06-01,Call center,Cuenta sueldo,11,Convertido
1759,2025-04-09,Presencial,Cuenta sueldo,17,En gestión
1760,2025-05-02,Presencial,Cuenta sueldo,15,En gestión
1761,2025-05-28,App,Tarjeta de crédito,5,En gestión
1762,2025-04-13,Web,Tarjeta de crédito,8,En gestión
1763,2025-06-16,Web,Tarjeta de crédito,12,Convertido
1764,2025-04-09,Call center,Tarjeta de crédito,20,Convertido
1765,2025-05-31,Web,Tarjeta de crédito,2,Convertido
1766,2025-06-04,Presencial,Cuenta sueldo,13,En gestión
1767,2025-04-12,Web,Tarjeta de crédito,9,En gestión
1768,2025-05-27,Presencial,Cuenta sueldo,1,Convertido
1769,2025-05-18,App,Tarjeta de crédito,13,Convertido
1770,2025-04-22,Call center,Tarjeta de crédito,7,Convertido
1771,2025-04-06,Web,Cuenta sueldo,2,Convertido
1772,2025-06-08,Call center,Préstamo personal,1,Convertido
1773,2025-06-21,Web,Préstamo personal,10,En gestión
1774,2025-05-12,Web,Préstamo personal,2,Convertido
1775,2025-04-05,Web,Préstamo personal,6,Perdido
1776,2025-06-05,App,Cuenta sueldo,12,Perdido
1777,2025-06-14,Presencial,Cuenta sueldo,14,En gestión
1778,2025-05-29,Web,Tarjeta de crédito,13,Convertido
1779,2025-04-23,Web,Cuenta sueldo,15,Nuevo
1780,2025-06-24,Presencial,Cuenta sueldo,8,Nuevo
1781,2025-05-27,Web,Cuenta sueldo,8,En gestión
1782,2025-05-25,Web,Cuenta sueldo,8,Perdido
1783,2025-04-20,App,Préstamo personal,11,En gestión
1784,2025-05-03,Call center,Cuenta sueldo,17,Convertido
1785,2025-05-16,Web,Cuenta sueldo,7,Convertido
1786,2025-05-18,Web,Préstamo personal,12,Convertido
1787,2025-05-24,App,Préstamo personal,1,Perdido
1788,2025-04-21,Presencial,Tarjeta de crédito,18,En gestión
1789,2025-04-12,Call center,Cuenta sueldo,7,Convertido
1790,2025-05-31,Presencial,Tarjeta de crédito,1,En gestión
1791,2025-04-05,Call center,Cuenta sueldo,6,Nuevo
1792,2025-06-27,Call center,Cuenta sueldo,7,En gestión
1793,2025-04-01,Presencial,Préstamo personal,7,Convertido
1794,2025-05-15,Web,Préstamo personal,8,Convertido
1795,2025-04-28,Web,Tarjeta de crédito,1,En gestión
1796,2025-05-16,App,Tarjeta de crédito,7,En gestión
1797,2025-06-03,Call center,Préstamo personal,11,En gestión
1798,2025-06-25,Call center,Préstamo personal,6,Perdido
1799,2025-06-25,Call center,Préstamo personal,20,En gestión
1800,2025-05-04,App,Cuenta sueldo,20,Nuevo
1801,2025-06-20,Web,Cuenta sueldo,20,Nuevo
1802,2025-06-03,Web,Tarjeta de crédito,1,En gestión
1803,2025-06-14,Call center,Préstamo personal,19,Perdido
1804,2025-05-18,Web,Cuenta sueldo,12,En gestión
1805,2025-04-29,App,Tarjeta de crédito,12,Nuevo
1806,2025-06-20,Call center,Préstamo personal,1,En gestión
1807,2025-06-29,Web,Cuenta sueldo,10,Nuevo
1808,2025-06-29,Call center,Cuenta sueldo,4,Perdido
1809,2025-05-14,Web,Tarjeta de crédito,6,Nuevo
1810,2025-06-24,Web,Préstamo personal,8,En gestión
1811,2025-04-07,Presencial,Tarjeta de crédito,1,Convertido
1812,2025-06-12,Call center,Préstamo personal,13,Nuevo
1813,2025-06-27,Call center,Tarjeta de crédito,15,En gestión
1814,2025-04-03,Web,Préstamo personal,2,Convertido
1815,2025-06-12,Presencial,Préstamo personal,16,En gestión
1816,2025-05-23,Presencial,Cuenta sueldo,9,Perdido
1817,2025-06-01,App,Cuenta sueldo,15,Convertido
1818,2025-04-12,Call center,Préstamo personal,16,Convertido
1819,2025-05-28,Presencial,Tarjeta de crédito,16,Convertido
1820,2025-05-28,App,Tarjeta de crédito,12,En gestión
1821,2025-04-03,Call center,Tarjeta de crédito,15,Perdido
1822,2025-06-13,Presencial,Cuenta sueldo,16,Convertido
1823,2025-05-12,App,Tarjeta de crédito,12,Convertido
1824,2025-05-13,Web,Tarjeta de crédito,17,Perdido
1825,2025-06-03,App,Préstamo personal,11,Convertido
1826,2025-04-22,App,Cuenta sueldo,13,Nuevo
1827,2025-04-12,Call center,Cuenta sueldo,17,Convertido
1828,2025-04-27,App,Préstamo personal,8,Convertido
1829,2025-05-25,Presencial,Préstamo personal,13,Convertido
1830,2025-05-15,Presencial,Préstamo personal,14,Convertido
1831,2025-06-18,Call center,Cuenta sueldo,7,Convertido
1832,2025-04-06,Web,Tarjeta de crédito,5,Perdido
1833,2025-05-17,Presencial,Cuenta sueldo,13,En gestión
1834,2025-06-08,App,Préstamo personal,4,Perdido
1835,2025-05-02,App,Cuenta sueldo,1,Nuevo
1836,2025-04-05,Web,Cuenta sueldo,6,Convertido
1837,2025-04-11,Call center,Tarjeta de crédito,13,Nuevo
1838,2025-05-12,Presencial,Tarjeta de crédito,13,En gestión
1839,2025-06-24,Presencial,Tarjeta de crédito,20,Convertido
1840,2025-05-29,Web,Tarjeta de crédito,11,En gestión
1841,2025-04-22,Presencial,Préstamo personal,16,Convertido
1842,2025-04-25,Presencial,Préstamo personal,16,Perdido
1843,2025-04-11,Call center,Cuenta sueldo,16,Convertido
1844,2025-04-25,Web,Cuenta sueldo,8,Convertido
1845,2025-04-16,Presencial,Cuenta sueldo,20,Perdido
1846,2025-05-12,Web,Tarjeta de crédito,10,Convertido
1847,2025-04-20,Web,Préstamo personal,5,Convertido
