lead_id,fecha_contacto,canal_origen,producto_interesado,ejecutivo_asignado_id,estado_lead
1132,2025-04-10,App,Cuenta sueldo,15,En gestión
1133,2025-05-17,Call center,Cuenta sueldo,19,Nuevo
1134,2025-04-20,Presencial,Cuenta sueldo,4,En gestión
1135,2025-04-15,Web,Préstamo personal,18,En gestión
1136,2025-04-26,App,Tarjeta de crédito,9,En gestión
1137,2025-05-06,Presencial,Cuenta sueldo,6,Perdido
1138,2025-05-08,Web,Préstamo personal,19,En gestión
1139,2025-04-10,Presencial,Tarjeta de crédito,20,Nuevo
1140,2025-04-19,Web,Préstamo personal,16,Perdido
1141,2025-05-21,Presencial,Préstamo personal,1,Nuevo
1142,2025-05-01,Call center,Tarjeta de crédito,7,En gestión
1143,2025-05-27,Web,Cuenta sueldo,7,Convertido
1144,2025-06-06,Web,Cuenta sueldo,16,Nuevo
1145,2025-05-28,Web,Tarjeta de crédito,3,Perdido
1146,2025-05-30,Web,Préstamo personal,16,Perdido
1147,2025-06-18,Presencial,Préstamo personal,2,Nuevo
1148,2025-04-25,Call center,Préstamo personal,8,Convertido
1149,2025-06-12,Web,Cuenta sueldo,7,Convertido
1150,2025-05-01,Web,Préstamo personal,16,Nuevo
1151,2025-06-10,Call center,Préstamo personal,5,En gestión
1152,2025-04-20,Call center,Préstamo personal,5,Nuevo
1153,2025-04-16,Web,Préstamo personal,12,En gestión
1154,2025-06-21,Presencial,Tarjeta de crédito,2,En gestión
1155,2025-05-18,Web,Préstamo personal,1,En gestión
1156,2025-04-17,Web,Cuenta sueldo,8,Convertido
1157,2025-06-21,App,Tarjeta de crédito,2,En gestión
1158,2025-04-13,App,Tarjeta de crédito,5,Convertido
1159,2025-05-05,App,Tarjeta de crédito,12,Convertido
1160,2025-06-09,Presencial,Tarjeta de crédito,18,En gestión
1161,2025-04-08,App,Préstamo personal,9,En gestión
1162,2025-06-04,Web,Cuenta sueldo,12,Perdido
1163,2025-04-11,Call center,Tarjeta de crédito,3,En gestión
1164,2025-05-23,App,Préstamo personal,8,En gestión
1165,2025-05-04,App,Cuenta sueldo,12,Convertido
1166,2025-04-08,Call center,Cuenta sueldo,1,En gestión
1167,2025-05-28,Web,Tarjeta de crédito,9,Convertido
1168,2025-04-14,Call center,Tarjeta de crédito,1,Convertido
1169,2025-04-04,Call center,Préstamo personal,2,Convertido
1170,2025-05-30,Web,Préstamo personal,11,Perdido
1171,2025-06-05,Presencial,Préstamo personal,7,Convertido
1172,2025-05-22,Web,Cuenta sueldo,18,En gestión
1173,2025-06-15,Presencial,Préstamo personal,15,En gestión
1174,2025-05-17,Presencial,Cuenta sueldo,13,En gestión
1175,2025-04-20,App,Cuenta sueldo,1,En gestión
1176,2025-05-23,Presencial,Cuenta sueldo,8,Convertido
1177,2025-04-13,Presencial,Tarjeta de crédito,9,Convertido
1178,2025-04-14,Web,Tarjeta de crédito,19,Convertido
1179,2025-04-30,Call center,Tarjeta de crédito,1,En gestión
1180,2025-05-01,Call center,Cuenta sueldo,12,En gestión
1181,2025-04-08,App,Tarjeta de crédito,2,Convertido
1182,2025-06-07,Presencial,Cuenta sueldo,15,Nuevo
1183,2025-04-26,Presencial,Tarjeta de crédito,16,Nuevo
1184,2025-06-10,App,Cuenta sueldo,20,Convertido
1185,2025-05-28,Call center,Préstamo personal,11,Nuevo
1186,2025-04-18,App,Cuenta sueldo,9,Perdido
1187,2025-06-10,Web,Préstamo personal,12,Convertido
1188,2025-05-25,Web,Cuenta sueldo,17,En gestión
1189,2025-06-26,Web,Cuenta sueldo,7,En gestión
1190,2025-06-11,Presencial,Préstamo personal,14,Nuevo
1191,2025-04-12,Call center,Tarjeta de crédito,5,Nuevo
1192,2025-04-20,Presencial,Tarjeta de crédito,14,Convertido
1193,2025-04-17,App,Tarjeta de crédito,2,En gestión
1194,2025-05-12,App,Préstamo personal,1,Nuevo
1195,2025-05-20,App,Tarjeta de crédito,17,Convertido
1196,2025-04-09,App,Tarjeta de crédito,19,Nuevo
1197,2025-05-08,App,Tarjeta de crédito,3,Perdido
1198,2025-06-21,App,Préstamo personal,17,Perdido
1199,2025-05-27,Call center,Préstamo personal,4,Convertido
1200,2025-06-26,Call center,Tarjeta de crédito,9,Nuevo
1201,2025-05-27,Presencial,Cuenta sueldo,11,En gestión
1202,2025-06-09,Presencial,Cuenta sueldo,15,En gestión
1203,2025-04-10,Web,Préstamo personal,8,En gestión
1204,2025-06-19,Call center,Tarjeta de crédito,3,En gestión
1205,2025-05-25,Web,Tarjeta de crédito,16,Convertido
1206,2025-06-16,App,Préstamo personal,8,Convertido
1207,2025-05-14,Presencial,Tarjeta de crédito,11,Nuevo
1208,2025-06-22,Call center,Tarjeta de crédito,17,Perdido
1209,2025-04-24,Call center,Préstamo personal,7,Convertido
1210,2025-06-10,Web,Tarjeta de crédito,9,Convertido
1211,2025-05-13,Web,Tarjeta de crédito,1,Convertido
1212,2025-06-24,Call center,Tarjeta de crédito,12,Nuevo
1213,2025-06-08,App,Préstamo personal,10,Nuevo
1214,2025-04-29,Presencial,Préstamo personal,20,Convertido
1215,2025-05-13,Presencial,Tarjeta de crédito,14,Convertido
1216,2025-06-02,App,Préstamo personal,19,Perdido
1217,2025-05-25,Web,Cuenta sueldo,1,Convertido
1218,2025-05-10,App,Préstamo personal,19,En gestión
1219,2025-05-24,Web,Cuenta sueldo,10,En gestión
1220,2025-05-12,Web,Préstamo personal,17,Convertido
1221,2025-04-10,Call center,Tarjeta de crédito,6,Perdido
1222,2025-05-18,Web,Préstamo personal,7,En gestión
1223,2025-05-13,Presencial,Préstamo personal,20,En gestión
1224,2025-04-30,Presencial,Tarjeta de crédito,6,Nuevo
1225,2025-06-01,Presencial,Tarjeta de crédito,15,En gestión
1226,2025-06-19,App,Tarjeta de crédito,9,Perdido
1227,2025-04-13,Web,Cuenta sueldo,9,Nuevo
1228,2025-05-27,App,Préstamo personal,17,Convertido
1229,2025-04-20,App,Cuenta sueldo,16,Convertido
1230,2025-06-10,Call center,Préstamo personal,15,Convertido
1231,2025-05-29,Web,Préstamo personal,4,En gestión
1232,2025-04-24,Call center,Tarjeta de crédito,9,Nuevo
1233,2025-05-15,App,Tarjeta de crédito,4,Perdido
1234,2025-05-01,Web,Préstamo personal,8,Convertido
1235,2025-06-29,Web,Préstamo personal,11,Convertido
1236,2025-06-27,Presencial,Cuenta sueldo,18,Convertido
1237,2025-05-29,Web,Cuenta sueldo,5,Convertido
1238,2025-05-31,App,Tarjeta de crédito,16,Nuevo
1239,2025-04-10,App,Préstamo personal,16,En gestión
1240,2025-05-01,App,Préstamo personal,3,Perdido
1241,2025-06-13,App,Cuenta sueldo,14,Nuevo
