ID_Ticket,Fecha_Registro,Tipo_Solicitud,Cliente_ID,Agente_ID,Tiempo_1ra_Respuesta (min),Tiempo_Resolucion (hrs),Calificacion_Cliente,Satisfaccion (%),Es_Ticket_Formal (1/0)
TCK30353,2025-03-19,Incidencia,C160,AG02,112,36.55,5,85,1
TCK30354,2025-03-02,Requerimiento,C126,AG03,20,53.99,3,78,1
TCK30355,2025-03-03,Requerimiento,C126,AG02,170,26.36,5,75,0
TCK30356,2025-03-25,Incidencia,C176,AG01,34,37.57,3,74,1
TCK30357,2025-03-13,Incidencia,C129,AG06,161,29.15,4,83,1
TCK30358,2025-03-24,Nueva Solicitud,C116,AG06,195,14.07,5,90,1
TCK30359,2025-03-15,Incidencia,C101,AG06,8,13.05,5,75,1
TCK30360,2025-03-01,Requerimiento,C120,AG02,105,61.7,5,91,0
TCK30361,2025-03-13,Incidencia,C132,AG03,233,61.53,2,74,0
TCK30362,2025-03-06,Incidencia,C176,AG02,9,15.36,5,85,0
TCK30363,2025-03-09,Incidencia,C191,AG01,101,39.37,4,78,1
TCK30364,2025-03-03,Incidencia,C118,AG01,182,55.45,4,82,1
TCK30365,2025-03-27,Requerimiento,C109,AG02,29,4.91,4,72,1
TCK30366,2025-03-26,Incidencia,C152,AG06,44,67.86,3,89,0
TCK30367,2025-03-20,Requerimiento,C182,AG06,215,4.73,5,98,0
TCK30368,2025-03-05,Incidencia,C137,AG08,72,19.0,5,98,1
TCK30369,2025-03-19,Requerimiento,C106,AG02,78,43.58,3,99,1
TCK30370,2025-03-14,Incidencia,C194,AG08,182,50.3,3,75,1
TCK30371,2025-03-14,Incidencia,C179,AG010,53,8.8,5,73,0
TCK30372,2025-03-12,Incidencia,C148,AG04,47,22.64,5,89,1
TCK30373,2025-03-25,Requerimiento,C115,AG010,124,39.94,4,91,0
TCK30374,2025-03-04,Nueva Solicitud,C115,AG01,188,61.69,1,73,1
TCK30375,2025-03-24,Incidencia,C142,AG08,38,27.52,3,89,0
TCK30376,2025-03-02,Requerimiento,C103,AG01,105,46.23,2,77,0
TCK30377,2025-03-25,Incidencia,C162,AG03,178,44.31,4,84,1
TCK30378,2025-03-30,Incidencia,C191,AG01,75,36.97,5,100,1
TCK30379,2025-03-19,Incidencia,C126,AG02,73,42.73,4,92,1
TCK30380,2025-03-03,Incidencia,C109,AG07,17,69.03,1,74,1
TCK30381,2025-03-25,Nueva Solicitud,C107,AG09,213,11.12,4,89,1
TCK30382,2025-03-25,Incidencia,C142,AG06,239,20.8,5,95,1
TCK30383,2025-03-04,Incidencia,C149,AG02,61,10.79,2,80,1
TCK30384,2025-03-09,Requerimiento,C174,AG01,137,13.95,5,80,0
TCK30385,2025-03-06,Nueva Solicitud,C121,AG02,41,19.45,2,99,1
TCK30386,2025-03-10,Incidencia,C115,AG03,210,33.91,5,79,1
TCK30387,2025-03-23,Incidencia,C124,AG010,80,29.71,2,92,0
TCK30388,2025-03-24,Incidencia,C197,AG010,172,39.34,2,92,0
TCK30389,2025-03-28,Incidencia,C199,AG07,238,44.31,3,75,1
TCK30390,2025-03-15,Incidencia,C106,AG01,55,51.44,5,94,1
TCK30391,2025-03-10,Requerimiento,C180,AG04,217,3.48,3,75,1
TCK30392,2025-03-17,Requerimiento,C166,AG07,174,4.77,2,87,1
TCK30393,2025-03-25,Nueva Solicitud,C166,AG08,13,47.78,5,74,1
TCK30394,2025-03-02,Incidencia,C189,AG08,12,42.44,4,96,1
TCK30395,2025-03-02,Requerimiento,C180,AG02,30,69.36,2,82,1
TCK30396,2025-03-15,Requerimiento,C133,AG03,173,30.55,2,74,0
TCK30397,2025-03-29,Incidencia,C159,AG04,117,14.96,4,98,0
TCK30398,2025-03-05,Requerimiento,C134,AG08,115,55.21,5,93,1
TCK30399,2025-03-01,Requerimiento,C116,AG06,12,3.19,3,79,1
TCK30400,2025-03-17,Nueva Solicitud,C145,AG07,109,67.27,3,99,1
TCK30401,2025-03-14,Requerimiento,C169,AG010,184,66.79,2,97,1
TCK30402,2025-03-23,Incidencia,C107,AG07,119,4.26,5,89,0
TCK30403,2025-03-11,Nueva Solicitud,C144,AG07,51,65.03,3,87,1
TCK30404,2025-03-30,Incidencia,C125,AG04,80,8.67,5,73,1
TCK30405,2025-03-02,Incidencia,C132,AG010,118,38.55,4,73,0
TCK30406,2025-03-23,Nueva Solicitud,C199,AG07,92,3.38,4,85,1
TCK30407,2025-03-19,Requerimiento,C101,AG06,96,46.1,4,100,1
TCK30408,2025-03-02,Incidencia,C163,AG05,22,1.9,4,81,0
TCK30409,2025-03-14,Requerimiento,C110,AG09,105,38.36,5,77,1
TCK30410,2025-03-19,Incidencia,C103,AG01,91,69.37,5,93,1
TCK30411,2025-03-05,Requerimiento,C130,AG04,119,34.79,2,85,1
TCK30412,2025-03-24,Requerimiento,C147,AG03,181,45.23,5,78,1
TCK30413,2025-03-05,Incidencia,C131,AG06,201,18.78,3,75,0
TCK30414,2025-03-12,Requerimiento,C120,AG07,146,11.2,4,100,1
TCK30415,2025-03-13,Incidencia,C117,AG07,126,18.18,4,79,0
TCK30416,2025-03-26,Requerimiento,C136,AG09,172,32.76,4,92,0
TCK30417,2025-03-14,Incidencia,C151,AG06,97,52.39,3,96,0
TCK30418,2025-03-14,Nueva Solicitud,C143,AG05,149,51.83,5,77,1
TCK30419,2025-03-17,Requerimiento,C157,AG05,155,13.95,3,80,1
TCK30420,2025-03-01,Incidencia,C188,AG010,17,40.47,5,72,1
TCK30421,2025-03-30,Requerimiento,C126,AG06,30,54.46,4,85,0
TCK30422,2025-03-17,Incidencia,C183,AG05,26,52.48,2,70,1
TCK30423,2025-03-05,Nueva Solicitud,C128,AG010,189,54.98,5,94,1
TCK30424,2025-03-09,Incidencia,C199,AG010,91,1.16,5,79,1
TCK30425,2025-03-03,Incidencia,C199,AG07,70,16.51,5,91,1
TCK30426,2025-03-10,Requerimiento,C151,AG04,146,4.5,3,89,0
TCK30427,2025-03-30,Incidencia,C123,AG05,151,45.65,5,80,1
TCK30428,2025-03-20,Incidencia,C141,AG09,49,41.45,5,75,1
TCK30429,2025-03-05,Requerimiento,C176,AG02,78,35.88,5,85,1
TCK30430,2025-03-21,Requerimiento,C154,AG01,85,2.57,5,83,1
TCK30431,2025-03-21,Incidencia,C145,AG03,204,39.24,4,96,1
TCK30432,2025-03-01,Nueva Solicitud,C101,AG010,148,29.52,5,96,1
TCK30433,2025-03-09,Incidencia,C187,AG06,143,18.27,5,95,0
TCK30434,2025-03-02,Incidencia,C151,AG05,138,39.57,4,88,1
TCK30435,2025-03-30,Requerimiento,C141,AG07,13,25.39,5,82,0
TCK30436,2025-03-13,Requerimiento,C133,AG04,38,23.59,4,98,1
TCK30437,2025-03-10,Incidencia,C180,AG02,183,8.94,3,71,1
TCK30438,2025-03-21,Incidencia,C113,AG03,213,68.38,3,100,1
TCK30439,2025-03-28,Incidencia,C189,AG02,238,10.42,4,78,1
TCK30440,2025-03-10,Incidencia,C168,AG04,221,9.68,4,83,1
TCK30441,2025-03-25,Incidencia,C172,AG07,72,26.82,2,81,0
TCK30442,2025-03-21,Requerimiento,C110,AG03,235,62.98,3,74,1
TCK30443,2025-03-11,Incidencia,C126,AG09,54,33.71,5,99,1
TCK30444,2025-03-27,Incidencia,C153,AG02,5,22.7,5,97,1
TCK30445,2025-03-05,Requerimiento,C160,AG06,131,71.07,5,87,1
TCK30446,2025-03-12,Requerimiento,C150,AG01,49,7.3,4,99,0
TCK30447,2025-03-26,Requerimiento,C179,AG05,230,7.84,1,88,0
TCK30448,2025-03-24,Incidencia,C152,AG05,199,34.56,5,76,1
TCK30449,2025-03-24,Requerimiento,C183,AG02,89,10.48,4,73,1
TCK30450,2025-03-10,Requerimiento,C124,AG01,153,9.98,5,90,1
TCK30451,2025-03-10,Nueva Solicitud,C197,AG07,39,68.52,5,73,1
TCK30452,2025-03-01,Incidencia,C121,AG03,134,59.21,2,100,1
TCK30453,2025-03-23,Requerimiento,C134,AG04,235,63.6,3,77,1
TCK30454,2025-03-16,Incidencia,C187,AG09,70,65.19,4,91,0
TCK30455,2025-03-28,Nueva Solicitud,C110,AG02,217,62.13,4,83,0
TCK30456,2025-03-19,Requerimiento,C173,AG06,164,30.12,5,97,1
TCK30457,2025-03-04,Incidencia,C135,AG09,192,19.32,4,94,0
TCK30458,2025-03-04,Incidencia,C121,AG08,99,44.82,3,73,1
TCK30459,2025-03-16,Incidencia,C178,AG01,84,69.11,5,83,1
TCK30460,2025-03-04,Nueva Solicitud,C161,AG05,163,5.1,3,82,0
TCK30461,2025-03-09,Requerimiento,C118,AG04,86,33.58,5,85,1
TCK30462,2025-03-03,Incidencia,C165,AG05,59,30.99,4,87,1
TCK30463,2025-03-10,Incidencia,C127,AG01,13,69.33,4,81,1
TCK30464,2025-03-28,Requerimiento,C146,AG06,39,10.04,5,88,1
TCK30465,2025-03-06,Nueva Solicitud,C164,AG03,134,3.72,3,72,1
TCK30466,2025-03-18,Incidencia,C137,AG01,199,25.51,4,86,1
TCK30467,2025-03-17,Nueva Solicitud,C117,AG02,188,24.67,5,96,1
TCK30468,2025-03-17,Requerimiento,C139,AG09,187,61.87,3,99,1
TCK30469,2025-03-13,Nueva Solicitud,C124,AG08,193,62.6,4,70,1
TCK30470,2025-03-15,Nueva Solicitud,C162,AG01,63,23.57,5,71,1
TCK30471,2025-03-13,Incidencia,C158,AG04,168,59.0,3,84,0
TCK30472,2025-03-29,Incidencia,C121,AG04,97,66.81,1,98,1
TCK30473,2025-03-13,Requerimiento,C117,AG02,210,44.58,5,74,1
TCK30474,2025-03-18,Incidencia,C110,AG07,161,55.07,5,91,1
TCK30475,2025-03-23,Requerimiento,C120,AG07,172,26.92,5,78,1
TCK30476,2025-03-08,Incidencia,C146,AG07,12,9.11,2,87,1
TCK30477,2025-03-13,Incidencia,C167,AG08,110,56.5,5,97,0
TCK30478,2025-03-14,Incidencia,C159,AG06,112,44.35,3,98,1
TCK30479,2025-03-14,Incidencia,C147,AG07,163,25.59,3,84,1
TCK30480,2025-03-10,Incidencia,C135,AG04,67,38.06,4,94,0
TCK30481,2025-03-01,Requerimiento,C178,AG02,89,37.07,4,73,1
TCK30482,2025-03-24,Incidencia,C159,AG010,143,28.4,3,78,1
TCK30483,2025-03-15,Incidencia,C193,AG03,207,52.75,2,70,1
TCK30484,2025-03-20,Incidencia,C119,AG01,225,23.42,3,71,1
TCK30485,2025-03-19,Incidencia,C196,AG04,161,18.89,4,87,1
TCK30486,2025-03-21,Requerimiento,C100,AG08,24,52.26,2,74,1
TCK30487,2025-03-16,Incidencia,C163,AG02,178,20.51,4,85,0
TCK30488,2025-03-22,Incidencia,C130,AG07,77,28.4,5,87,0
TCK30489,2025-03-06,Incidencia,C180,AG03,94,23.89,2,74,0
TCK30490,2025-03-04,Incidencia,C155,AG02,77,37.81,4,91,1
TCK30491,2025-03-16,Incidencia,C149,AG07,160,12.43,3,85,1
TCK30492,2025-03-04,Nueva Solicitud,C192,AG01,221,45.43,4,78,1
TCK30493,2025-03-06,Requerimiento,C126,AG04,240,54.72,4,82,1
TCK30494,2025-03-24,Incidencia,C190,AG07,233,15.25,3,79,0
TCK30495,2025-03-19,Nueva Solicitud,C127,AG02,170,56.68,3,71,0
TCK30496,2025-03-08,Incidencia,C133,AG04,191,27.16,4,72,1
TCK30497,2025-03-04,Requerimiento,C152,AG01,31,42.9,5,70,0
TCK30498,2025-03-08,Incidencia,C127,AG08,201,33.09,4,91,1
TCK30499,2025-03-24,Incidencia,C165,AG01,97,38.16,4,77,1
TCK30500,2025-03-23,Nueva Solicitud,C113,AG01,145,21.82,5,84,1
