ID_Ticket,Fecha_Registro,Tipo_Solicitud,Cliente_ID,Agente_ID,Tiempo_1ra_Respuesta (min),Tiempo_Resolucion (hrs),Calificacion_Cliente,Satisfaccion (%),Es_Ticket_Formal (1/0)
TCK20354,2025-02-19,Incidencia,C137,AG04,95,59.18,4,84,1
TCK20355,2025-02-18,Incidencia,C135,AG01,197,64.55,4,95,1
TCK20356,2025-02-27,Requerimiento,C144,AG03,47,70.28,4,89,0
TCK20357,2025-02-21,Requerimiento,C173,AG05,225,28.54,4,82,1
TCK20358,2025-02-18,Nueva Solicitud,C148,AG09,165,47.95,5,99,0
TCK20359,2025-02-17,Requerimiento,C193,AG09,220,54.55,5,73,1
TCK20360,2025-02-01,Nueva Solicitud,C125,AG02,13,12.8,2,96,1
TCK20361,2025-02-09,Incidencia,C129,AG04,201,30.9,5,77,1
TCK20362,2025-02-21,Nueva Solicitud,C177,AG05,26,30.54,5,97,1
TCK20363,2025-02-16,Requerimiento,C137,AG02,69,26.58,3,83,1
TCK20364,2025-02-21,Incidencia,C160,AG09,36,30.87,5,71,1
TCK20365,2025-02-15,Requerimiento,C193,AG08,140,51.22,3,73,1
TCK20366,2025-02-22,Requerimiento,C132,AG08,130,31.63,3,95,1
TCK20367,2025-02-17,Incidencia,C158,AG04,75,9.55,5,87,0
TCK20368,2025-02-05,Incidencia,C179,AG04,116,65.62,5,96,0
TCK20369,2025-02-24,Incidencia,C156,AG02,60,65.6,4,74,0
TCK20370,2025-02-22,Incidencia,C160,AG02,66,7.15,3,76,1
TCK20371,2025-02-04,Nueva Solicitud,C121,AG03,29,3.08,3,85,1
TCK20372,2025-02-19,Incidencia,C150,AG01,229,68.84,2,80,1
TCK20373,2025-02-17,Requerimiento,C117,AG06,67,21.73,3,100,0
TCK20374,2025-02-09,Nueva Solicitud,C109,AG06,96,32.64,5,88,1
TCK20375,2025-02-01,Nueva Solicitud,C188,AG02,159,52.7,4,95,1
TCK20376,2025-02-13,Requerimiento,C139,AG01,237,27.87,5,100,1
TCK20377,2025-02-23,Requerimiento,C148,AG010,190,5.58,4,94,0
TCK20378,2025-02-10,Incidencia,C112,AG03,208,69.08,5,72,1
TCK20379,2025-02-23,Nueva Solicitud,C182,AG05,53,19.47,2,71,0
TCK20380,2025-02-27,Incidencia,C114,AG02,172,2.51,3,93,1
TCK20381,2025-02-01,Incidencia,C113,AG02,158,60.02,5,87,1
TCK20382,2025-02-09,Incidencia,C108,AG08,56,20.29,5,82,1
TCK20383,2025-02-16,Incidencia,C123,AG03,224,10.41,5,86,1
TCK20384,2025-02-08,Incidencia,C121,AG010,22,22.53,4,84,1
TCK20385,2025-02-17,Requerimiento,C170,AG07,112,59.28,5,72,1
TCK20386,2025-02-10,Incidencia,C188,AG08,148,24.57,4,96,1
TCK20387,2025-02-27,Requerimiento,C122,AG02,53,68.15,3,90,1
TCK20388,2025-02-19,Incidencia,C164,AG010,231,18.74,4,93,1
TCK20389,2025-02-14,Incidencia,C199,AG04,174,59.67,5,75,1
TCK20390,2025-02-08,Requerimiento,C164,AG04,151,29.3,5,97,1
TCK20391,2025-02-27,Incidencia,C149,AG09,71,45.86,4,74,1
TCK20392,2025-02-27,Requerimiento,C132,AG03,159,63.94,1,72,0
TCK20393,2025-02-06,Incidencia,C181,AG02,67,43.08,5,71,1
TCK20394,2025-02-17,Requerimiento,C145,AG07,90,35.17,5,87,0
TCK20395,2025-02-21,Nueva Solicitud,C191,AG01,226,42.07,3,72,0
TCK20396,2025-02-06,Incidencia,C112,AG06,74,52.89,2,76,0
TCK20397,2025-02-08,Requerimiento,C138,AG02,31,12.78,3,88,0
TCK20398,2025-02-04,Incidencia,C162,AG03,102,22.43,3,76,1
TCK20399,2025-02-24,Incidencia,C106,AG01,210,21.5,5,91,1
TCK20400,2025-02-09,Requerimiento,C178,AG03,194,43.43,2,87,1
TCK20401,2025-02-18,Nueva Solicitud,C110,AG010,123,25.29,4,84,0
TCK20402,2025-02-10,Requerimiento,C115,AG01,132,26.8,3,85,1
TCK20403,2025-02-17,Requerimiento,C151,AG02,226,69.56,5,70,1
TCK20404,2025-02-04,Nueva Solicitud,C179,AG03,117,65.25,2,82,1
TCK20405,2025-02-11,Incidencia,C179,AG010,212,55.74,5,94,1
TCK20406,2025-02-02,Requerimiento,C134,AG010,186,23.32,5,81,1
TCK20407,2025-02-17,Incidencia,C194,AG02,224,21.46,2,99,0
TCK20408,2025-02-15,Nueva Solicitud,C100,AG07,37,51.33,5,96,0
TCK20409,2025-02-24,Incidencia,C125,AG01,20,5.95,5,83,1
TCK20410,2025-02-02,Requerimiento,C188,AG010,234,3.47,5,96,1
TCK20411,2025-02-04,Requerimiento,C193,AG07,152,30.67,4,86,1
TCK20412,2025-02-22,Requerimiento,C199,AG02,71,51.83,2,84,1
TCK20413,2025-02-12,Nueva Solicitud,C136,AG01,42,25.77,3,84,1
TCK20414,2025-02-22,Requerimiento,C105,AG01,155,50.23,5,73,0
TCK20415,2025-02-08,Incidencia,C165,AG06,60,26.85,2,82,1
TCK20416,2025-02-26,Requerimiento,C185,AG01,129,22.6,5,73,0
TCK20417,2025-02-12,Nueva Solicitud,C196,AG08,117,16.31,4,73,0
TCK20418,2025-02-05,Requerimiento,C137,AG05,191,12.18,4,84,1
TCK20419,2025-02-03,Requerimiento,C114,AG06,159,19.2,4,87,1
TCK20420,2025-02-17,Nueva Solicitud,C142,AG04,219,9.88,5,93,1
TCK20421,2025-02-09,Incidencia,C163,AG03,55,61.26,5,93,0
TCK20422,2025-02-15,Requerimiento,C125,AG09,101,21.39,3,86,0
TCK20423,2025-02-14,Incidencia,C131,AG08,240,62.05,4,92,1
TCK20424,2025-02-27,Incidencia,C130,AG02,204,45.5,2,98,0
TCK20425,2025-02-24,Incidencia,C149,AG05,24,2.46,4,87,0
TCK20426,2025-02-27,Incidencia,C103,AG02,228,32.33,5,98,1
TCK20427,2025-02-14,Incidencia,C135,AG02,237,49.43,1,97,1
TCK20428,2025-02-23,Requerimiento,C156,AG010,33,45.61,3,74,1
TCK20429,2025-02-05,Requerimiento,C146,AG04,59,29.76,4,72,1
TCK20430,2025-02-20,Nueva Solicitud,C187,AG09,63,2.32,5,70,1
TCK20431,2025-02-13,Incidencia,C130,AG06,240,46.99,5,87,1
TCK20432,2025-02-16,Incidencia,C158,AG03,135,24.48,4,74,1
TCK20433,2025-02-17,Incidencia,C114,AG010,148,52.83,5,87,1
TCK20434,2025-02-19,Incidencia,C186,AG07,30,47.13,5,74,1
TCK20435,2025-02-16,Incidencia,C165,AG010,205,45.11,4,76,1
TCK20436,2025-02-15,Incidencia,C187,AG02,186,19.59,5,74,1
TCK20437,2025-02-24,Incidencia,C186,AG06,237,55.38,2,96,1
TCK20438,2025-02-08,Nueva Solicitud,C142,AG02,233,38.31,1,100,1
TCK20439,2025-02-14,Incidencia,C124,AG010,158,18.33,4,83,1
TCK20440,2025-02-09,Nueva Solicitud,C109,AG01,49,56.38,5,89,1
TCK20441,2025-02-09,Incidencia,C148,AG010,191,57.91,5,96,1
TCK20442,2025-02-24,Incidencia,C153,AG01,198,34.88,2,90,0
TCK20443,2025-02-27,Incidencia,C124,AG08,223,16.38,5,96,1
TCK20444,2025-02-12,Requerimiento,C168,AG08,67,33.49,4,82,0
TCK20445,2025-02-07,Incidencia,C168,AG01,201,46.89,5,89,1
TCK20446,2025-02-11,Requerimiento,C117,AG02,157,1.6,1,82,1
TCK20447,2025-02-10,Incidencia,C115,AG03,196,58.91,3,79,1
TCK20448,2025-02-16,Requerimiento,C123,AG09,26,44.89,4,96,1
TCK20449,2025-02-17,Nueva Solicitud,C181,AG02,109,50.14,4,82,0
TCK20450,2025-02-19,Nueva Solicitud,C103,AG04,26,60.94,2,80,1
TCK20451,2025-02-13,Requerimiento,C100,AG06,70,46.55,5,81,0
TCK20452,2025-02-26,Incidencia,C142,AG04,115,45.67,4,97,1
TCK20453,2025-02-26,Incidencia,C128,AG05,145,1.87,5,88,1
TCK20454,2025-02-14,Incidencia,C153,AG02,68,33.04,4,85,0
TCK20455,2025-02-26,Nueva Solicitud,C193,AG01,238,13.31,4,94,0
TCK20456,2025-02-24,Incidencia,C134,AG06,215,69.4,4,84,1
TCK20457,2025-02-13,Incidencia,C118,AG02,71,53.18,3,99,1
TCK20458,2025-02-10,Requerimiento,C178,AG02,94,18.06,5,75,1
TCK20459,2025-02-14,Incidencia,C163,AG03,10,27.9,5,96,1
TCK20460,2025-02-15,Incidencia,C142,AG05,63,28.95,5,81,1
TCK20461,2025-02-02,Incidencia,C181,AG06,75,4.08,3,99,0
TCK20462,2025-02-24,Requerimiento,C137,AG010,35,61.98,4,80,1
TCK20463,2025-02-13,Requerimiento,C187,AG03,155,33.53,5,77,1
TCK20464,2025-02-02,Incidencia,C141,AG01,137,68.7,3,87,1
TCK20465,2025-02-11,Incidencia,C156,AG08,91,5.62,4,75,0
TCK20466,2025-02-13,Incidencia,C173,AG08,113,25.66,2,72,0
TCK20467,2025-02-17,Requerimiento,C137,AG010,16,32.58,5,86,1
TCK20468,2025-02-06,Requerimiento,C115,AG010,34,20.46,5,70,1
TCK20469,2025-02-01,Requerimiento,C101,AG09,180,44.69,5,77,1
TCK20470,2025-02-18,Nueva Solicitud,C138,AG03,92,36.61,5,74,0
TCK20471,2025-02-02,Incidencia,C109,AG01,6,22.73,5,73,1
TCK20472,2025-02-06,Requerimiento,C116,AG09,235,2.1,5,98,0
TCK20473,2025-02-11,Incidencia,C173,AG03,97,38.21,4,78,1
TCK20474,2025-02-22,Incidencia,C160,AG07,111,56.17,1,81,1
TCK20475,2025-02-06,Requerimiento,C161,AG05,158,66.71,4,76,0
TCK20476,2025-02-08,Requerimiento,C135,AG07,112,44.28,3,99,1
TCK20477,2025-02-21,Incidencia,C159,AG02,154,30.87,3,97,1
TCK20478,2025-02-13,Requerimiento,C118,AG04,111,39.33,5,87,1
TCK20479,2025-02-20,Incidencia,C183,AG01,231,65.5,1,95,1
TCK20480,2025-02-26,Requerimiento,C191,AG05,41,9.62,2,76,1
TCK20481,2025-02-09,Requerimiento,C177,AG010,169,15.09,2,89,0
TCK20482,2025-02-16,Incidencia,C140,AG04,8,36.48,4,82,1
TCK20483,2025-02-15,Incidencia,C144,AG06,50,28.29,3,94,0
TCK20484,2025-02-09,Incidencia,C111,AG07,35,60.36,5,78,0
TCK20485,2025-02-03,Incidencia,C154,AG06,91,28.03,3,84,1
TCK20486,2025-02-25,Requerimiento,C180,AG04,51,16.66,5,77,0
TCK20487,2025-02-26,Requerimiento,C106,AG04,183,21.79,2,80,1
TCK20488,2025-02-21,Incidencia,C141,AG02,112,68.73,4,78,1
TCK20489,2025-02-05,Requerimiento,C146,AG07,68,21.2,1,84,0
TCK20490,2025-02-11,Requerimiento,C121,AG08,213,31.33,5,81,1
TCK20491,2025-02-08,Incidencia,C190,AG010,64,9.28,3,100,0
TCK20492,2025-02-08,Nueva Solicitud,C174,AG05,140,11.81,4,96,1
TCK20493,2025-02-09,Requerimiento,C123,AG03,217,42.38,3,87,0
TCK20494,2025-02-22,Requerimiento,C105,AG08,140,8.11,4,94,0
TCK20495,2025-02-11,Incidencia,C119,AG02,82,60.96,5,82,0
TCK20496,2025-02-22,Nueva Solicitud,C152,AG09,93,59.05,3,73,1
TCK20497,2025-02-07,Requerimiento,C105,AG06,17,1.62,5,88,0
TCK20498,2025-02-24,Nueva Solicitud,C159,AG05,73,32.8,2,76,1
TCK20499,2025-02-17,Nueva Solicitud,C153,AG05,36,48.88,5,86,0
TCK20500,2025-02-09,Requerimiento,C187,AG07,124,55.35,5,94,1
